Year,LeagueID,LeagueName,Week,RosterID,OwnerID,OwnerName,OpponentRosterID,OpponentName,PointsFor,PointsAgainst,Outcome,IsRegularSeason,StarterPoints,BenchPoints
2026,1331774804222545920,NCAA PIONEER,2,12,739984250304135168,YikesOnBikes,1,doseofthestars,128.96,116.28,Win,True,128.95999999999998,2.842170943040401e-14
2026,1331774804222545920,NCAA PIONEER,2,2,468638573403303936,DownLoMoJo,5,EBurkhart,92.38,115.32,Loss,True,92.38,0.0
2026,1331774804222545920,NCAA PIONEER,2,5,432164755709370368,EBurkhart,2,DownLoMoJo,115.32,92.38,Win,True,115.32000000000001,-1.4210854715202004e-14
2026,1331774804222545920,NCAA PIONEER,2,3,459110344502013952,MyFingerPoints,6,BDAVIS309,180.68,113.3,Win,True,180.68,0.0
2026,1331774804222545920,NCAA PIONEER,2,6,455753261765357568,BDAVIS309,3,MyFingerPoints,113.3,180.68,Loss,True,113.3,0.0
2026,1331774804222545920,NCAA PIONEER,2,4,439351925129867264,Daphud,8,CrownMeKing,57.6,155.6,Loss,True,57.6,0.0
2026,1331774804222545920,NCAA PIONEER,2,8,339931221767249920,CrownMeKing,4,Daphud,155.6,57.6,Win,True,155.6,0.0
2026,1331774804222545920,NCAA PIONEER,2,7,398884413687001088,Ortizz,10,JMullen175,111.42,115.32,Loss,True,111.42,0.0
2026,1331774804222545920,NCAA PIONEER,2,10,315736569111650304,JMullen175,7,Ortizz,115.32,111.42,Win,True,115.32,0.0
2026,1331774804222545920,NCAA PIONEER,2,9,602687087556231168,DictatorBerry,11,FatPat1251,144.06,128.68,Win,True,144.06,0.0
2026,1331774804222545920,NCAA PIONEER,2,11,325873712534421504,FatPat1251,9,DictatorBerry,128.68,144.06,Loss,True,128.68,0.0
2026,1331774741488369664,NCAA IVY,2,1,470912510262767616,FlynnD,11,jtheadrick98,130.28,135.32,Loss,True,130.27999999999997,2.842170943040401e-14
2026,1331774741488369664,NCAA IVY,2,11,460895027179024384,jtheadrick98,1,FlynnD,135.32,130.28,Win,True,135.32000000000002,-2.842170943040401e-14
2026,1331774741488369664,NCAA IVY,2,2,730628287012921344,KennethNZ,12,cobrapanther99,107.94,138.98,Loss,True,107.94,0.0
2026,1331774741488369664,NCAA IVY,2,12,464595147808567296,cobrapanther99,2,KennethNZ,138.98,107.94,Win,True,138.98,0.0
2026,1331774741488369664,NCAA IVY,2,3,480124073456693248,Jrodr71,5,ccassidy,87.9,169.46,Loss,True,87.89999999999999,1.4210854715202004e-14
2026,1331774741488369664,NCAA IVY,2,5,395321276102627328,ccassidy,3,Jrodr71,169.46,87.9,Win,True,169.45999999999998,2.842170943040401e-14
2026,1331774741488369664,NCAA IVY,2,4,570803989783429120,alecgagnon2001,10,BLACK93BOIZS,129.8,112.98,Win,True,129.79999999999998,2.842170943040401e-14
2026,1331774741488369664,NCAA IVY,2,10,1142198466060402688,BLACK93BOIZS,4,alecgagnon2001,112.98,129.8,Loss,True,112.98,0.0
2026,1331774741488369664,NCAA IVY,2,6,1017588201080369152,Iloveyyounghoes,8,PhilupMynuts,126.32,112.8,Win,True,126.32000000000001,-1.4210854715202004e-14
2026,1331774741488369664,NCAA IVY,2,8,461688192555282432,PhilupMynuts,6,Iloveyyounghoes,112.8,126.32,Loss,True,112.80000000000001,-1.4210854715202004e-14
2026,1331774741488369664,NCAA IVY,2,7,1135784589957652480,Hambnr,9,BrynJ9618,131.16,125.5,Win,True,131.16,0.0
2026,1331774741488369664,NCAA IVY,2,9,1402806331622043648,BrynJ9618,7,Hambnr,125.5,131.16,Loss,True,125.5,0.0
2026,1331774695346823168,NCAA USA,2,1,389658700735868928,dh671,8,krichknowsbest,100.16,132.38,Loss,True,100.15999999999998,1.4210854715202004e-14
2026,1331774695346823168,NCAA USA,2,8,605439246030925824,krichknowsbest,1,dh671,132.38,100.16,Win,True,132.38,0.0
2026,1331774695346823168,NCAA USA,2,2,0,Vacant,10,Woolley69,119.78,129.2,Loss,True,119.78,0.0
2026,1331774695346823168,NCAA USA,2,10,590358219562455040,Woolley69,2,Vacant,129.2,119.78,Win,True,129.2,0.0
2026,1331774695346823168,NCAA USA,2,3,599286882408394752,Botro,7,arandrea,172.82,198.18,Loss,True,172.82000000000002,-2.842170943040401e-14
2026,1331774695346823168,NCAA USA,2,7,81535409754357760,arandrea,3,Botro,198.18,172.82,Win,True,198.18000000000004,-2.842170943040401e-14
2026,1331774695346823168,NCAA USA,2,4,692542511834558464,GRIDIRONGANG81,9,masshole4eva,125.58,85.14,Win,True,125.57999999999998,1.4210854715202004e-14
2026,1331774695346823168,NCAA USA,2,9,787224085817044992,masshole4eva,4,GRIDIRONGANG81,85.14,125.58,Loss,True,85.14,0.0
2026,1331774695346823168,NCAA USA,2,5,866509840124641280,JustTouchdown1221,6,PatrickT21,118.62,97.12,Win,True,118.62,0.0
2026,1331774695346823168,NCAA USA,2,6,560611777479667712,PatrickT21,5,JustTouchdown1221,97.12,118.62,Loss,True,97.11999999999999,1.4210854715202004e-14
2026,1331774695346823168,NCAA USA,2,11,460257215329071104,bshouseman,12,BroncoZzz,110.58,125.42,Loss,True,110.58000000000001,-1.4210854715202004e-14
2026,1331774695346823168,NCAA USA,2,12,650627977721245696,BroncoZzz,11,bshouseman,125.42,110.58,Win,True,125.42,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,1,471427194132885504,PhantomXX,5,DaMagic436,131.82,108.26,Win,True,131.82,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,5,1072700435921838080,DaMagic436,1,PhantomXX,108.26,131.82,Loss,True,108.25999999999999,1.4210854715202004e-14
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,2,1240179381624655872,B41Pakman,4,memphismaniac,96.78,142.6,Loss,True,96.78,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,4,471080793406435328,memphismaniac,2,B41Pakman,142.6,96.78,Win,True,142.60000000000002,-2.842170943040401e-14
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,3,640052303377952768,lcummings,10,bb7661KING,150.18,116.7,Win,True,150.18,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,10,694233255825719296,bb7661KING,3,lcummings,116.7,150.18,Loss,True,116.7,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,6,692168840821411840,DeanFalcon,9,Pookieboom,88.24,111.78,Loss,True,88.24,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,9,1260322259726249984,Pookieboom,6,DeanFalcon,111.78,88.24,Win,True,111.78,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,7,519728067978186752,StrikerS091,8,wblack2012,94.42,167.8,Loss,True,94.42,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,8,467835045181124608,wblack2012,7,StrikerS091,167.8,94.42,Win,True,167.8,0.0
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,11,327614483000217600,Jerryb83,12,scoobydaeaglemahomes,95.68,143.88,Loss,True,95.67999999999999,1.4210854715202004e-14
2026,1331774630620332032,NCAA HISTORICALLY BLACK,2,12,520088376557371392,scoobydaeaglemahomes,11,Jerryb83,143.88,95.68,Win,True,143.88,0.0
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,1,596835723861082112,RicochetRay,7,Vikes1819,231.82,137.78,Win,True,231.81999999999996,2.842170943040401e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,7,604155835978944512,Vikes1819,1,RicochetRay,137.78,231.82,Loss,True,137.78000000000003,-2.842170943040401e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,2,463106510101147648,jmdorsey00,4,Kyvend01,51.2,98.68,Loss,True,51.2,0.0
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,4,571767410708901888,Kyvend01,2,jmdorsey00,98.68,51.2,Win,True,98.67999999999999,1.4210854715202004e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,3,560626155833876480,HonoredMexican,11,bdub3,89.68,107.44,Loss,True,89.68,0.0
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,11,702897403514159104,bdub3,3,HonoredMexican,107.44,89.68,Win,True,107.43999999999998,1.4210854715202004e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,5,1124191785678430208,Pipedawg21,9,Mrhawke19,104.6,127.2,Loss,True,104.6,0.0
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,9,589001974318403584,Mrhawke19,5,Pipedawg21,127.2,104.6,Win,True,127.19999999999999,1.4210854715202004e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,6,837430327189295104,KlondikeBar,8,bkoldham,127.88,114.78,Win,True,127.88000000000001,-1.4210854715202004e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,8,325726913966395392,bkoldham,6,KlondikeBar,114.78,127.88,Loss,True,114.78,0.0
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,10,1374560757252890624,postdeezy,12,noahdaboa,124.42,127.32,Loss,True,124.41999999999999,1.4210854715202004e-14
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,12,734939566091436032,noahdaboa,10,postdeezy,127.32,124.42,Win,True,127.32000000000001,-1.4210854715202004e-14
2026,1331774544905510912,NCAA OHIO VALLEY,2,1,571753677428977664,Mistafyer,3,srcav,140.36,94.92,Win,True,140.36,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,3,468944645166985216,srcav,1,Mistafyer,94.92,140.36,Loss,True,94.92,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,2,601198801197260800,LMarkiewicz04,6,leathershoe4,183.88,125.66,Win,True,183.88,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,6,331558449374593024,leathershoe4,2,LMarkiewicz04,125.66,183.88,Loss,True,125.66000000000001,-1.4210854715202004e-14
2026,1331774544905510912,NCAA OHIO VALLEY,2,4,472879969664495616,ethansherwood22,12,Firephool,169.3,135.3,Win,True,169.29999999999998,2.842170943040401e-14
2026,1331774544905510912,NCAA OHIO VALLEY,2,12,300814106795974656,Firephool,4,ethansherwood22,135.3,169.3,Loss,True,135.3,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,5,474662041341128704,Dreev,11,Romantryert,142.68,166.02,Loss,True,142.68,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,11,638193564806897664,Romantryert,5,Dreev,166.02,142.68,Win,True,166.02,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,7,635700695584043008,charlielol,8,mooremc,140.06,104.08,Win,True,140.06,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,8,426756284365160448,mooremc,7,charlielol,104.08,140.06,Loss,True,104.08,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,9,997659278062272512,pontes021,10,edgeofdefeat,78.24,75.62,Win,True,78.24,0.0
2026,1331774544905510912,NCAA OHIO VALLEY,2,10,594242128851296256,edgeofdefeat,9,pontes021,75.62,78.24,Loss,True,75.61999999999999,1.4210854715202004e-14
2026,1331774454493122560,NCAA WILD,2,1,457579310098673664,LanceBoneau,9,MrBarryMcCockiner,213.48,71.34,Win,True,213.48000000000002,-2.842170943040401e-14
2026,1331774454493122560,NCAA WILD,2,9,603083535368134656,MrBarryMcCockiner,1,LanceBoneau,71.34,213.48,Loss,True,71.34,0.0
2026,1331774454493122560,NCAA WILD,2,2,545391514915762176,Hart123,4,matthewitz,119.82,98.92,Win,True,119.82,0.0
2026,1331774454493122560,NCAA WILD,2,4,635935003657723904,matthewitz,2,Hart123,98.92,119.82,Loss,True,98.92,0.0
2026,1331774454493122560,NCAA WILD,2,3,441392312380026880,4thdownTD,11,TheScorer,116.76,124.32,Loss,True,116.76000000000002,-1.4210854715202004e-14
2026,1331774454493122560,NCAA WILD,2,11,1228783119826423808,TheScorer,3,4thdownTD,124.32,116.76,Win,True,124.32000000000001,-1.4210854715202004e-14
2026,1331774454493122560,NCAA WILD,2,5,642578171354484736,FareedB,7,mrflack,135.8,118.18,Win,True,135.8,0.0
2026,1331774454493122560,NCAA WILD,2,7,1213324396148572161,mrflack,5,FareedB,118.18,135.8,Loss,True,118.17999999999999,1.4210854715202004e-14
2026,1331774454493122560,NCAA WILD,2,6,203496917160697856,ThomasHarris,10,olddominion2020,118.0,184.12,Loss,True,118.00000000000001,-1.4210854715202004e-14
2026,1331774454493122560,NCAA WILD,2,10,505166677990699008,olddominion2020,6,ThomasHarris,184.12,118.0,Win,True,184.12,0.0
2026,1331774454493122560,NCAA WILD,2,8,462714981117325312,lmkl,12,DBGiants,103.7,103.86,Loss,True,103.7,0.0
2026,1331774454493122560,NCAA WILD,2,12,448446449538035712,DBGiants,8,lmkl,103.86,103.7,Win,True,103.86,0.0
2026,1316899936696016896,NCAA BIG 10,2,1,465720627639087104,Mo00,12,chrispychicken,138.72,123.62,Win,True,138.72000000000003,-2.842170943040401e-14
2026,1316899936696016896,NCAA BIG 10,2,12,443870183853912064,chrispychicken,1,Mo00,123.62,138.72,Loss,True,123.61999999999999,1.4210854715202004e-14
2026,1316899936696016896,NCAA BIG 10,2,2,438178170542223360,EthanH,6,laxbro000,133.76,97.92,Win,True,133.76,0.0
2026,1316899936696016896,NCAA BIG 10,2,6,460511267564548096,laxbro000,2,EthanH,97.92,133.76,Loss,True,97.92,0.0
2026,1316899936696016896,NCAA BIG 10,2,3,437465313911500800,kfitch3p,10,richardson98,59.22,117.44,Loss,True,59.22,0.0
