created,creators,draft_id,draft_order,last_message_id,last_message_time,last_picked,league_id,metadata,season,season_type,settings,sport,start_time,status,type,LeagueID,LeagueName
1739912537456,['460518714907815936'],1197683625290649600,"{'1213324396148572161': 1, '203496917160697856': 8, '434740393972592640': 2, '441392312380026880': 3, '448446449538035712': 6, '457579310098673664': 12, '462714981117325312': 10, '505166677990699008': 11, '545391514915762176': 9, '603083535368134656': 5, '635935003657723904': 7, '642578171354484736': 4}",1228471929669685248,1747253041239,1747253040225,1197683625282244608,"{'description': '', 'name': 'NCAA WILD', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746217813838,complete,linear,1197683625282244608,NCAA WILD
1739912509783,['460518714907815936'],1197683509221662720,"{'334014945886748672': 7, '424793511431262208': 10, '437413803001376768': 9, '439255136309604352': 8, '448641292377780224': 3, '449327253101211648': 6, '456258200757334016': 4, '465934519652839424': 1, '519439276311531520': 5, '519767126595325952': 11, '604388962898866176': 2, '78892531970359296': 12}",1224197395525410816,1746233912883,1746233912039,1197683509209083904,"{'description': '', 'name': 'NCAA BIG SKY', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 240, 'autostart': 0, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1745712718386,complete,linear,1197683509209083904,NCAA BIG SKY
1738648813922,['460518714907815936'],1192383184619986945,"{'315736569111650304': 3, '325873712534421504': 2, '339931221767249920': 9, '398884413687001088': 1, '432164755709370368': 5, '439351925129867264': 6, '455753261765357568': 7, '459110344502013952': 8, '468638573403303936': 12, '533363986486435840': 11, '602687087556231168': 4, '872594465284677632': 10}",1237439370571546624,1749391045757,1749391044276,1192383184619986944,"{'description': '', 'name': 'NCAA PIONEER', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1748644236070,complete,linear,1192383184619986944,NCAA PIONEER
1738648804181,['460518714907815936'],1192383143762542593,"{'1235453121577111552': 5, '380128482900062208': 2, '441330448283463680': 12, '441362521463451648': 9, '447283305738399744': 4, '460518714907815936': 11, '465019661495300096': 8, '465297932204109824': 3, '481957045667360768': 6, '546466738316963840': 1, '547214728132608000': 7, '873461886535036928': 10}",1269438862359269376,1757020319121,1757020317917,1192383143762542592,"{'description': '', 'name': 'NCAA SUN BELT', 'scoring_type': 'dynasty_ppr', 'show_team_names': '0'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 300, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 3600, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1756665065409,complete,linear,1192383143762542592,NCAA SUN BELT
1738648795510,['460518714907815936'],1192383107391332353,"{'335910160469880832': 7, '425362114291437568': 6, '425386065373691904': 9, '446530486903238656': 10, '453711063846744064': 3, '464117743042424832': 11, '533541056352481280': 2, '543929284962770944': 5, '619190004979138560': 8, '667752373111824384': 4, '820771678849171456': 12, '989926421084557312': 1}",1227441966841614336,1747007478965,1747007478036,1192383107391332352,"{'description': '', 'name': 'NCAA BIG 12', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746405019642,complete,linear,1192383107391332352,NCAA BIG 12
1738648786541,['460518714907815936'],1192383069776863233,"{'302575527556825088': 12, '453658285061435392': 3, '455836851501002752': 6, '456168604006608896': 7, '458070829909929984': 5, '463453800313647104': 10, '468618720470626304': 2, '568115266901286912': 11, '571754879825395712': 9, '668318967567323136': 4, '713189676609003520': 8, '870105403659309056': 1}",1226029067573141504,1746670617529,1746670616228,1192383069776863232,"{'description': '', 'name': 'NCAA ACC', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746313224856,complete,linear,1192383069776863232,NCAA ACC
1738648779137,['460518714907815936'],1192383038721757185,"{'338823136923381760': 7, '450806182555152384': 12, '454372407956729856': 8, '460348260653985792': 6, '470320542868566016': 4, '477666723663704064': 11, '519390092788297728': 3, '534619662650601472': 9, '597246797479469056': 10, '709857172258881536': 2, '76460245878456320': 5, '917575404431831040': 1}",1250641611046531072,1752538705172,1752538704398,1192383038721757184,"{'description': '', 'name': 'NCAA PAC 12', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 960, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1752253216842,complete,linear,1192383038721757184,NCAA PAC 12
1737713725662,['460518714907815936'],1188461140190814209,"{'1113534815812308992': 3, '441458152391569408': 12, '445468333035220992': 2, '446524535810813952': 8, '457957045534978048': 10, '461680102409760768': 9, '508516852143693824': 11, '510556455562792960': 7, '560284880620699648': 1, '562032371824951296': 5, '634614368377589760': 4, '738509609173684224': 6}",1244896685797146624,1751169008257,1751169007137,1188461140190814208,"{'description': '', 'name': 'NCAA SEC', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1750458668369,complete,linear,1188461140190814208,NCAA SEC
1737404185100,['460518714907815936'],1187162832969211905,"{'1224029555879055360': 1, '385118789936812032': 2, '437465313911500800': 3, '438178170542223360': 8, '443870183853912064': 9, '459225788735025152': 6, '460511267564548096': 7, '460518714907815936': 11, '465720627639087104': 10, '471056290550902784': 5, '559208653427675136': 12, '572115807636807680': 4}",1228890828840120320,1747352914585,1747352913535,1187162832969211904,"{'description': '', 'name': 'NCAA BIG 10', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 240, 'autostart': 0, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1745709817792,complete,linear,1187162832969211904,NCAA BIG 10
1736646370426,"['456159345906806784', '460518714907815936']",1183984327853932545,"{'1087519270663258112': 5, '1171256102760251392': 1, '443323427143544832': 12, '456129190995947520': 8, '456159345906806784': 11, '456167283761344512': 7, '456182244336201728': 2, '525476420444688384': 3, '64174089933570048': 10, '718415247781732352': 4, '802480422482206720': 6, '836025225756934144': 9}",1228584677971865600,1747279922530,1747279921196,1183984327853932544,"{'description': '', 'name': 'NCAA BIG EAST & CO.', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 28800, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746979224930,complete,linear,1183984327853932544,NCAA BIG EAST & CO.
